Sync Time,Interval Name,Gaze Target,Target Code,Index
21:32.4,Red_1_9,Computer,1,9
21:34.8,Red_1_9,Test,2,9
21:38.3,Red_1_9,OrangeCalc,8,9
21:39.3,Red_1_9,Test,2,9
21:39.7,Red_1_9,Test,2,9
21:55.1,Red_1_10,Test,2,10
21:55.5,Red_1_10,OrangeCalc,8,10
21:56.3,Red_1_10,Test,2,10
21:57.3,Red_1_10,Computer,1,10
21:57.5,Red_1_10,OrangeCalc,8,10
22:03.3,Red_1_10,BlueNbook,7,10
22:08.4,Red_1_10,Test,2,10
22:10.2,Red_1_10,Computer,1,10
22:10.8,Red_1_10,Test,2,10
22:12.0,Red_1_10,Computer,1,10
22:13.3,Red_1_10,OrangeCalc,8,10
22:13.8,Red_1_10,OrangeNbook,9,10
22:15.8,Red_1_10,Computer,1,10
22:17.1,Red_1_10,BlueCalc,6,10
22:17.8,Red_1_10,OrangeCalc,8,10
22:19.1,Red_1_10,Distracted,10,10
22:19.4,Red_1_10,Red,31,10
22:20.4,Red_1_10,Computer,1,10
22:23.1,Red_1_10,OrangeCalc,8,10
22:24.0,Red_1_10,Computer,1,10
22:25.0,Red_1_10,OrangeCell,14,10
22:55.0,Red_1_10,OrangeNbook,9,10
22:55.1,Red_1_10,OrangeNbook,9,10
22:55.1,Red_1_11,OrangeNbook,9,11
22:55.5,Red_1_11,Test,2,11
22:55.8,Red_1_11,OrangeNbook,9,11
22:56.1,Red_1_11,Test,2,11
22:57.1,Red_1_11,Computer,1,11
23:00.1,Red_1_11,Another team,13,11
23:00.6,Red_1_11,Computer,1,11
23:20.3,Red_1_11,Distracted,10,11
23:21.2,Red_1_11,Computer,1,11
23:55.1,Red_1_11,Computer,1,11
27:10.1,Red_1_13,Test,2,13
27:11.6,Red_1_13,Computer,1,13
27:12.5,Red_1_13,Distracted,10,13
27:14.7,Red_1_13,Computer,1,13
27:15.2,Red_1_13,BlueCalc,6,13
27:16.5,Red_1_13,Computer,1,13
27:16.8,Red_1_13,BlueCalc,6,13
27:17.1,Red_1_13,Computer,1,13
27:31.3,Red_1_13,Test,2,13
27:41.5,Red_1_13,Computer,1,13
27:42.7,Red_1_13,Test,2,13
27:44.5,Red_1_13,Computer,1,13
28:01.5,Red_1_13,Test,2,13
28:04.7,Red_1_13,OrangeCalc,8,13
28:07.0,Red_1_13,Test,2,13
28:07.8,Red_1_13,Distracted,10,13
28:10.1,Red_1_13,Distracted,10,13
14:36.2,Red_1_14,Computer,1,14
14:47.8,Red_1_14,OrangeCell,14,14
15:02.7,Red_1_14,Computer,1,14
15:08.0,Red_1_14,Test,2,14
15:11.7,Red_1_14,Computer,1,14
15:12.9,Red_1_14,OrangeCell,14,14
15:13.1,Red_1_14,Computer,1,14
15:14.8,Red_1_14,OrangeCell,14,14
15:15.1,Red_1_14,Computer,1,14
15:19.5,Red_1_14,Distracted,10,14
15:20.0,Red_1_14,Computer,1,14
15:23.5,Red_1_14,Wandering,10,14
15:24.3,Red_1_14,Computer,1,14
15:25.3,Red_1_14,OrangeCell,14,14
15:36.2,Red_1_14,OrangeCell,14,14
04:37.8,Red_1_15,Computer,1,15
04:46.2,Red_1_15,Test,2,15
04:50.6,Red_1_15,Computer,1,15
04:52.7,Red_1_15,BlueNbook,7,15
04:53.7,Red_1_15,Computer,1,15
04:55.0,Red_1_15,Test,2,15
04:57.7,Red_1_15,Computer,1,15
05:10.2,Red_1_15,Test,2,15
05:10.9,Red_1_15,Computer,1,15
05:13.6,Red_1_15,Test,2,15
05:14.1,Red_1_15,Computer,1,15
05:24.1,Red_1_15,Test,2,15
05:27.1,Red_1_15,Computer,1,15
05:32.6,Red_1_15,BlueNbook,7,15
05:33.6,Red_1_15,Computer,1,15
05:37.2,Red_1_15,Test,2,15
05:37.8,Red_1_15,Test,2,15
28:45.2,Red_1_16,Test,2,12
28:46.9,Red_1_16,OrangeCalc,8,12
28:47.1,Red_1_16,Test,2,12
28:49.4,Red_1_16,OrangeCalc,8,12
28:54.2,Red_1_16,Red,31,12
28:54.7,Red_1_16,OrangeCalc,8,12
28:55.9,Red_1_16,Test,2,12
28:57.2,Red_1_16,Computer,1,12
28:57.9,Red_1_16,Test,2,12
29:00.7,Red_1_16,Computer,1,12
29:01.6,Red_1_16,BlueNbook,7,12
29:05.2,Red_1_16,OrangeCalc,8,12
29:06.0,Red_1_16,Test,2,12
29:07.7,Red_1_16,OrangeCalc,8,12
29:08.7,Red_1_16,Test,2,12
29:09.4,Red_1_16,Computer,1,12
29:11.4,Red_1_16,Test,2,12
29:20.9,Red_1_16,Computer,1,12
29:24.4,Red_1_16,Test,2,12
29:29.9,Red_1_16,Computer,1,12
29:30.9,Red_1_16,Test,2,12
29:38.4,Red_1_16,Computer,1,12
29:38.5,Red_1_16,Distracted,10,12
29:39.3,Red_1_16,Red,31,12
29:41.6,Red_1_16,Test,2,12
29:45.2,Red_1_16,Test,2,12
